번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
411,공중화장실,와룡위공원,대구광역시 달서구 선원남로 5,,N,2,4,0,0,0,0,4,1,0,달서구청 공원녹지과,,09:00~18:00,,35.85778812,128.5007081,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
412,공중화장실,와룡아래공원,대구광역시 달서구 선원남로 22,,N,3,4,0,0,0,0,3,0,0,달서구청 공원녹지과,,09:00~18:00,,35.85707449,128.5018548,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
413,개방화장실,성서도서관,"대구광역시 달서구 선원남로 129 (이곡동, 성서도서관)",,N,5,6,0,0,0,0,11,1,1,달서구청 도서관과,,09:00~20:00,,35.85741363,128.514463,지방자치단체,공공용시설,수세식,없음,Y,여자화장실,,2020-08-31
414,공중화장실,동마제1주유소,대구광역시 달서구 달구벌대로 1196 (신당동),,N,1,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.8513907,128.4983339,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
415,공중화장실,삼성제일주유소,대구광역시 달서구 달구벌대로 1154 (신당동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.85107843,128.4935949,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
416,개방화장실,성서병원,대구광역시 달서구 달구벌대로 1152 (신당동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.85105422,128.4932225,민간,기타,수세식,없음,N,없음,,2020-08-31
417,공중화장실,계명주유소,대구광역시 달서구 달구벌대로 1150 (신당동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.85106594,128.4928597,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
418,개방화장실,성당파출소,"대구광역시 달서구 구마로39길 83-16 (성당동, 성당파출소)",,N,1,2,0,0,0,0,1,1,0,성당파출소,,00:00~23:50,,35.84122057,128.5470833,국가,공공용시설,수세식,없음,Y,없음,,2020-08-31
419,개방화장실,본동행정복지센터,"대구광역시 달서구 구마로26길 62 (본동, 본동행정복지센터)",,N,1,0,0,0,0,0,1,1,0,본동 행정복지센터,,09:00~18:00,,35.83444223,128.5410421,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
420,공중화장실,한마음공원,대구광역시 달서구 구마로12길 93,,N,1,1,0,0,0,0,2,0,0,본동 행정복지센터,,09:00~18:00,,35.83298462,128.534104,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
421,공중화장실,애화공원,대구광역시 달서구 구마로12길 93,,N,1,2,0,0,0,0,2,0,0,본동 행정복지센터,,09:00~18:00,,35.83298462,128.534104,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
422,공중화장실,해원주유소,대구광역시 달서구 구마로 79 (본리동),,Y,1,3,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.8377406,128.5362452,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
423,공중화장실,구마고속주유소,대구광역시 달서구 구마로 67 (본리동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83770205,128.5350315,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
424,공중화장실,아토주유소,대구광역시 달서구 구마로 42,,N,2,1,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.83691384,128.5323957,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
425,공중화장실,동서주유소,대구광역시 달서구 구마로 35 (본리동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83755353,128.5314164,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
426,개방화장실,광영메디컬빌딩,대구광역시 달서구 구마로 258 (송현동),,N,1,1,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83703757,128.5561433,민간,기타,수세식,없음,N,없음,,2020-08-31
427,공중화장실,그린주유소,대구광역시 달서구 구마로 230 (송현동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.83675092,128.552946,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
428,개방화장실,세강병원,"대구광역시 달서구 구마로 220 (송현동, 세강병원)",,N,2,3,0,0,0,0,3,0,0,달서구청 환경보호과,,09:00~18:00,,35.83664451,128.5516956,민간,기타,수세식,없음,N,없음,,2020-08-31
429,공중화장실,SK송현주유소,대구광역시 달서구 구마로 219 (성당동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.83746307,128.5516717,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
430,공중화장실,달서송림시장,"대구광역시 달서구 구마로 176 (본동, 송림시장)",,Y,0,0,0,0,0,0,0,0,0,달서구청 경제지원과,,09:00~18:00,,35.83685905,128.5470782,민간,상업시설,수세식,없음,N,없음,,2020-08-31
431,개방화장실,보광병원,"대구광역시 달서구 구마로 128 (본동, 보광병원)",,N,2,3,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.83675565,128.5416623,민간,기타,수세식,없음,N,없음,,2020-08-31
432,공중화장실,본리동주유소,대구광역시 달서구 구마로 110 (본동),,N,1,3,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83704916,128.5395741,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
433,개방화장실,대구광역시문화예술회관 공연동2층(우측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,3,6,0,0,0,0,4,0,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
434,개방화장실,대구광역시문화예술회관 공연동2층(좌측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,3,4,0,0,0,0,4,0,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
435,개방화장실,대구광역시문화예술회관 공연동1층(우측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,4,4,0,0,0,0,8,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,여자화장실,,2020-08-31
436,개방화장실,대구광역시문화예술회관 공연동1층(좌측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,4,5,0,0,0,0,8,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,여자화장실,,2020-08-31
437,개방화장실,대구광역시문화예술회관 미술관2층(중앙),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,2,4,0,0,0,0,5,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,여자화장실,,2020-08-31
438,개방화장실,대구광역시문화예술회관 미술관2층(우측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,3,2,0,0,0,0,4,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
439,개방화장실,대구광역시문화예술회관 미술관1층(좌측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,1,3,0,0,0,0,4,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
440,개방화장실,대구광역시문화예술회관 미술관1층(중앙),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,3,4,0,0,0,0,6,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,여자화장실,,2020-08-31
441,개방화장실,대구광역시문화예술회관 미술관1층(우측),"대구광역시 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관)",,N,3,2,0,0,0,0,4,1,0,문화예술회관,,09:00~22:00,,35.84476571,128.5581006,지방자치단체,공공용시설,수세식,없음,N,여자화장실,,2020-08-31
442,공중화장실,갈뫼공원,대구광역시 달서구 계대동문로4길 59,,N,1,2,0,0,0,1,1,0,0,신당동 행정복지센터,,09:00~18:00,,35.8527762,128.4941758,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
